timestamp,emotion,confidence,angry,disgust,fear,happy,sad,surprise,neutral
2026-03-05T10:51:41.412103,happy,0.776,0.05,0.0,0.032,0.776,0.072,0.032,0.038
2026-03-05T10:51:41.423211,happy,0.804,0.044,0.0,0.028,0.804,0.06,0.026,0.036
2026-03-05T10:51:41.476905,happy,0.818,0.04,0.0,0.024,0.818,0.054,0.02,0.04
2026-03-05T10:51:41.484987,happy,0.818,0.038,0.0,0.022,0.818,0.056,0.02,0.044
2026-03-05T10:51:41.537287,happy,0.816,0.036,0.0,0.022,0.816,0.058,0.022,0.046
2026-03-05T10:51:41.551107,happy,0.8,0.038,0.0,0.024,0.8,0.064,0.024,0.05
2026-03-05T10:51:41.599585,happy,0.804,0.036,0.0,0.022,0.804,0.062,0.022,0.052
2026-03-05T10:51:41.615952,happy,0.822,0.032,0.0,0.02,0.822,0.054,0.02,0.048
2026-03-05T10:51:41.666048,happy,0.828,0.032,0.0,0.018,0.828,0.05,0.02,0.048
2026-03-05T10:51:41.678773,happy,0.836,0.032,0.0,0.014,0.836,0.046,0.018,0.05
2026-03-05T10:51:41.768381,happy,0.852,0.032,0.0,0.01,0.852,0.038,0.014,0.05
2026-03-05T10:51:41.779408,happy,0.848,0.036,0.0,0.01,0.848,0.038,0.014,0.052
2026-03-05T10:51:41.818241,happy,0.848,0.038,0.0,0.01,0.848,0.04,0.016,0.048
2026-03-05T10:51:41.823706,happy,0.86,0.036,0.0,0.01,0.86,0.038,0.016,0.04
2026-03-05T10:51:41.881985,happy,0.868,0.034,0.0,0.012,0.868,0.036,0.016,0.034
2026-03-05T10:51:41.889435,happy,0.868,0.032,0.0,0.014,0.868,0.038,0.018,0.03
2026-03-05T10:51:41.943496,happy,0.858,0.032,0.0,0.016,0.858,0.044,0.02,0.032
2026-03-05T10:51:41.949420,happy,0.844,0.034,0.0,0.018,0.844,0.048,0.02,0.04
2026-03-05T10:51:42.015049,happy,0.836,0.034,0.0,0.018,0.836,0.05,0.02,0.044
2026-03-05T10:51:42.021760,happy,0.832,0.034,0.0,0.016,0.832,0.052,0.02,0.046
2026-03-05T10:51:42.068612,happy,0.814,0.036,0.0,0.016,0.814,0.064,0.022,0.048
2026-03-05T10:51:42.080683,happy,0.806,0.036,0.0,0.016,0.806,0.072,0.024,0.044
2026-03-05T10:51:42.186338,happy,0.786,0.04,0.0,0.02,0.786,0.08,0.03,0.04
2026-03-05T10:51:42.192725,happy,0.76,0.046,0.0,0.026,0.76,0.09,0.036,0.04
2026-03-05T10:51:42.219532,happy,0.74,0.048,0.0,0.03,0.74,0.1,0.04,0.042
2026-03-05T10:51:42.224964,happy,0.734,0.048,0.0,0.032,0.734,0.1,0.042,0.044
2026-03-05T10:51:42.273417,happy,0.728,0.05,0.0,0.034,0.728,0.1,0.044,0.046
2026-03-05T10:51:42.284560,happy,0.734,0.048,0.0,0.032,0.734,0.1,0.042,0.048
2026-03-05T10:51:42.335264,happy,0.73,0.048,0.0,0.03,0.73,0.1,0.042,0.052
2026-03-05T10:51:42.349532,happy,0.72,0.052,0.0,0.03,0.72,0.1,0.044,0.054
2026-03-05T10:51:42.404632,happy,0.718,0.058,0.0,0.028,0.718,0.098,0.042,0.056
2026-03-05T10:51:42.414563,happy,0.716,0.062,0.0,0.026,0.716,0.096,0.04,0.058
2026-03-05T10:51:42.513657,happy,0.706,0.064,0.0,0.024,0.706,0.096,0.04,0.066
2026-03-05T10:51:42.519349,happy,0.706,0.064,0.0,0.022,0.706,0.096,0.038,0.072
2026-03-05T10:51:42.548560,happy,0.712,0.064,0.0,0.02,0.712,0.096,0.034,0.074
2026-03-05T10:51:42.556360,happy,0.71,0.062,0.0,0.02,0.71,0.098,0.034,0.076
2026-03-05T10:51:42.600586,happy,0.686,0.068,0.0,0.022,0.686,0.106,0.034,0.084
2026-03-05T10:51:42.622502,happy,0.67,0.076,0.0,0.024,0.67,0.112,0.032,0.086
2026-03-05T10:51:42.667452,happy,0.66,0.082,0.0,0.026,0.66,0.116,0.03,0.084
2026-03-05T10:51:42.685472,happy,0.644,0.088,0.0,0.028,0.644,0.12,0.03,0.086
2026-03-05T10:51:42.729678,happy,0.63,0.092,0.0,0.03,0.63,0.126,0.03,0.086
2026-03-05T10:51:42.750018,happy,0.638,0.088,0.0,0.03,0.638,0.126,0.03,0.08
2026-03-05T10:51:42.796591,happy,0.628,0.088,0.0,0.034,0.628,0.13,0.032,0.08
2026-03-05T10:51:42.815551,happy,0.612,0.09,0.0,0.038,0.612,0.136,0.034,0.084
2026-03-05T10:51:42.838772,happy,0.598,0.092,0.0,0.042,0.598,0.152,0.034,0.078
