timestamp,emotion,confidence,angry,disgust,fear,happy,sad,surprise,neutral
2026-03-05T13:41:04.353516,sad,0.298,0.166,0.0,0.082,0.182,0.298,0.052,0.22
2026-03-05T13:41:04.477208,sad,0.304,0.174,0.0,0.084,0.16,0.304,0.054,0.218
2026-03-05T13:41:04.485012,sad,0.298,0.188,0.0,0.086,0.158,0.298,0.054,0.208
2026-03-05T13:41:04.538824,sad,0.302,0.206,0.0,0.094,0.142,0.302,0.056,0.192
2026-03-05T13:41:04.549413,sad,0.316,0.224,0.0,0.096,0.13,0.316,0.056,0.172
2026-03-05T13:41:04.683613,sad,0.324,0.244,0.0,0.088,0.114,0.324,0.054,0.172
2026-03-05T13:41:04.690599,sad,0.328,0.25,0.0,0.084,0.096,0.328,0.054,0.186
2026-03-05T13:41:04.750456,sad,0.332,0.274,0.0,0.082,0.076,0.332,0.054,0.182
2026-03-05T13:41:04.757077,sad,0.326,0.294,0.0,0.074,0.07,0.326,0.052,0.184
2026-03-05T13:41:04.805663,sad,0.318,0.298,0.0,0.074,0.076,0.318,0.054,0.18
2026-03-05T13:41:04.811204,sad,0.316,0.3,0.0,0.084,0.086,0.316,0.058,0.156
2026-03-05T13:41:04.869145,sad,0.308,0.298,0.0,0.09,0.096,0.308,0.058,0.15
2026-03-05T13:41:04.875481,sad,0.3,0.278,0.0,0.094,0.108,0.3,0.058,0.162
2026-03-05T13:41:04.933671,sad,0.288,0.258,0.0,0.098,0.118,0.288,0.06,0.174
2026-03-05T13:41:04.939742,sad,0.278,0.254,0.0,0.094,0.116,0.278,0.058,0.192
2026-03-05T13:41:04.996588,sad,0.284,0.248,0.0,0.09,0.112,0.284,0.052,0.206
2026-03-05T13:41:05.003800,sad,0.296,0.246,0.0,0.09,0.108,0.296,0.05,0.202
2026-03-05T13:41:05.079197,sad,0.298,0.258,0.0,0.096,0.108,0.298,0.056,0.176
2026-03-05T13:41:05.086226,sad,0.304,0.27,0.0,0.102,0.11,0.304,0.06,0.15
2026-03-05T13:41:05.140700,sad,0.306,0.278,0.0,0.104,0.124,0.306,0.062,0.124
2026-03-05T13:41:05.149859,sad,0.292,0.288,0.0,0.106,0.14,0.292,0.068,0.102
2026-03-05T13:41:05.206744,angry,0.284,0.284,0.0,0.114,0.164,0.278,0.07,0.086
2026-03-05T13:41:05.212971,sad,0.274,0.266,0.0,0.116,0.184,0.274,0.064,0.092
2026-03-05T13:41:05.270511,sad,0.276,0.256,0.0,0.112,0.188,0.276,0.06,0.104
2026-03-05T13:41:05.276650,sad,0.282,0.25,0.0,0.112,0.18,0.282,0.058,0.116
2026-03-05T13:41:05.334664,sad,0.298,0.24,0.0,0.118,0.166,0.298,0.058,0.122
2026-03-05T13:41:05.342958,sad,0.314,0.244,0.0,0.118,0.144,0.314,0.062,0.122
2026-03-05T13:41:05.401569,sad,0.31,0.248,0.0,0.116,0.134,0.31,0.066,0.13
2026-03-05T13:41:05.408259,sad,0.3,0.244,0.0,0.12,0.14,0.3,0.068,0.132
2026-03-05T13:41:05.446847,sad,0.296,0.256,0.0,0.12,0.136,0.296,0.066,0.128
2026-03-05T13:41:05.453686,sad,0.282,0.272,0.0,0.114,0.138,0.282,0.062,0.13
2026-03-05T13:41:05.576240,sad,0.272,0.264,0.0,0.11,0.164,0.272,0.06,0.126
2026-03-05T13:41:05.589248,sad,0.282,0.256,0.0,0.108,0.178,0.282,0.058,0.114
2026-03-05T13:41:05.670638,sad,0.296,0.244,0.0,0.112,0.184,0.296,0.054,0.106
2026-03-05T13:41:05.676432,sad,0.304,0.216,0.0,0.12,0.2,0.304,0.054,0.104
2026-03-05T13:41:05.720418,sad,0.304,0.192,0.0,0.122,0.22,0.304,0.058,0.102
2026-03-05T13:41:05.736334,sad,0.3,0.192,0.0,0.122,0.216,0.3,0.06,0.106
2026-03-05T13:41:05.834520,sad,0.306,0.206,0.0,0.122,0.192,0.306,0.06,0.112
2026-03-05T13:41:05.856481,sad,0.308,0.224,0.0,0.116,0.176,0.308,0.062,0.114
2026-03-05T13:41:05.895023,sad,0.306,0.248,0.002,0.116,0.156,0.306,0.062,0.11
2026-03-05T13:41:05.901792,sad,0.312,0.268,0.004,0.122,0.132,0.312,0.058,0.106
2026-03-05T13:41:05.941561,sad,0.318,0.28,0.004,0.128,0.106,0.318,0.058,0.108
2026-03-05T13:41:05.948672,sad,0.314,0.278,0.004,0.134,0.1,0.314,0.06,0.108
2026-03-05T13:41:06.002658,sad,0.316,0.28,0.006,0.134,0.096,0.316,0.06,0.106
2026-03-05T13:41:06.009356,sad,0.322,0.276,0.006,0.128,0.096,0.322,0.062,0.11
2026-03-05T13:41:06.068436,sad,0.32,0.272,0.004,0.13,0.102,0.32,0.064,0.108
2026-03-05T13:41:06.075772,sad,0.318,0.276,0.004,0.132,0.11,0.318,0.062,0.1
2026-03-05T13:41:06.135954,sad,0.326,0.272,0.004,0.124,0.114,0.326,0.062,0.102
2026-03-05T13:41:06.143090,sad,0.328,0.264,0.002,0.122,0.116,0.328,0.064,0.106
2026-03-05T13:41:06.195893,sad,0.316,0.264,0.0,0.122,0.13,0.316,0.066,0.1
2026-03-05T13:41:06.202945,sad,0.312,0.264,0.0,0.114,0.138,0.312,0.068,0.1
2026-03-05T13:41:06.243481,sad,0.318,0.26,0.0,0.106,0.138,0.318,0.068,0.106
2026-03-05T13:41:06.250726,sad,0.314,0.264,0.0,0.108,0.142,0.314,0.066,0.102
2026-03-05T13:41:06.339760,sad,0.306,0.25,0.0,0.116,0.162,0.306,0.064,0.098
2026-03-05T13:41:06.345283,sad,0.312,0.228,0.0,0.122,0.17,0.312,0.062,0.104
2026-03-05T13:41:06.402247,sad,0.326,0.216,0.0,0.118,0.17,0.326,0.058,0.11
2026-03-05T13:41:06.408065,sad,0.33,0.208,0.0,0.114,0.178,0.33,0.056,0.11
2026-03-05T13:41:06.467360,sad,0.322,0.214,0.0,0.112,0.182,0.322,0.054,0.11
2026-03-05T13:41:06.471863,sad,0.318,0.238,0.0,0.104,0.17,0.318,0.052,0.11
2026-03-05T13:41:06.533850,sad,0.314,0.252,0.0,0.098,0.172,0.314,0.054,0.102
2026-03-05T13:41:06.539661,sad,0.302,0.256,0.0,0.102,0.182,0.302,0.058,0.094
2026-03-05T13:41:06.613295,sad,0.3,0.26,0.0,0.106,0.18,0.3,0.06,0.092
2026-03-05T13:41:06.618765,sad,0.31,0.25,0.0,0.108,0.182,0.31,0.062,0.09
2026-03-05T13:41:06.653464,sad,0.326,0.224,0.0,0.114,0.192,0.326,0.06,0.088
2026-03-05T13:41:06.658872,sad,0.342,0.208,0.0,0.118,0.188,0.342,0.054,0.094
2026-03-05T13:41:06.866578,sad,0.346,0.206,0.0,0.118,0.172,0.346,0.052,0.11
2026-03-05T13:41:06.874160,sad,0.34,0.204,0.0,0.118,0.168,0.34,0.052,0.12
2026-03-05T13:41:06.917785,sad,0.344,0.204,0.0,0.122,0.162,0.344,0.054,0.114
2026-03-05T13:41:06.921805,sad,0.342,0.22,0.0,0.122,0.148,0.342,0.06,0.108
2026-03-05T13:41:06.959536,sad,0.322,0.258,0.0,0.116,0.138,0.322,0.062,0.102
2026-03-05T13:41:06.967897,sad,0.314,0.282,0.0,0.114,0.14,0.314,0.06,0.086
2026-03-05T13:41:07.002740,sad,0.318,0.29,0.0,0.122,0.136,0.318,0.058,0.07
2026-03-05T13:41:07.017451,sad,0.312,0.296,0.0,0.126,0.134,0.312,0.054,0.07
2026-03-05T13:41:07.135669,angry,0.308,0.308,0.0,0.122,0.138,0.296,0.056,0.07
2026-03-05T13:41:07.176329,sad,0.298,0.298,0.0,0.124,0.138,0.298,0.062,0.07
2026-03-05T13:41:07.228350,sad,0.3,0.266,0.0,0.13,0.16,0.3,0.062,0.074
2026-03-05T13:41:07.235910,sad,0.29,0.25,0.0,0.126,0.188,0.29,0.062,0.078
2026-03-05T13:41:07.269289,sad,0.274,0.24,0.0,0.126,0.21,0.274,0.064,0.082
2026-03-05T13:41:07.274592,sad,0.268,0.224,0.0,0.134,0.226,0.268,0.06,0.086
2026-03-05T13:41:07.304592,happy,0.272,0.196,0.0,0.134,0.272,0.254,0.056,0.088
2026-03-05T13:41:07.317342,happy,0.296,0.19,0.0,0.13,0.296,0.24,0.058,0.086
2026-03-05T13:41:07.350812,happy,0.306,0.19,0.0,0.136,0.306,0.224,0.064,0.08
2026-03-05T13:41:07.356039,happy,0.322,0.184,0.0,0.138,0.322,0.214,0.068,0.074
2026-03-05T13:41:07.402766,happy,0.354,0.168,0.0,0.132,0.354,0.204,0.074,0.068
2026-03-05T13:41:07.416074,happy,0.356,0.164,0.0,0.134,0.356,0.202,0.08,0.064
2026-03-05T13:41:07.607747,happy,0.358,0.158,0.0,0.134,0.358,0.206,0.086,0.058
2026-03-05T13:41:07.616343,happy,0.374,0.146,0.0,0.124,0.374,0.212,0.088,0.056
2026-03-05T13:41:07.654718,happy,0.364,0.14,0.0,0.11,0.364,0.226,0.098,0.062
2026-03-05T13:41:07.669600,happy,0.338,0.144,0.0,0.104,0.338,0.24,0.106,0.068
2026-03-05T13:41:07.710666,happy,0.292,0.144,0.0,0.104,0.292,0.272,0.11,0.08
2026-03-05T13:41:07.721340,sad,0.298,0.146,0.0,0.106,0.246,0.298,0.114,0.094
2026-03-05T13:41:08.034840,sad,0.3,0.146,0.0,0.098,0.252,0.3,0.102,0.104
2026-03-05T13:41:08.039858,sad,0.294,0.14,0.0,0.094,0.284,0.294,0.082,0.106
2026-03-05T13:41:08.097439,happy,0.298,0.136,0.0,0.1,0.298,0.286,0.066,0.112
2026-03-05T13:41:08.102213,happy,0.332,0.136,0.0,0.1,0.332,0.26,0.054,0.112
2026-03-05T13:41:08.145623,happy,0.35,0.142,0.0,0.098,0.35,0.248,0.04,0.112
2026-03-05T13:41:08.153047,happy,0.316,0.15,0.0,0.106,0.316,0.26,0.042,0.116
2026-03-05T13:41:08.207265,happy,0.286,0.16,0.0,0.118,0.286,0.262,0.052,0.114
2026-03-05T13:41:08.217187,happy,0.274,0.168,0.0,0.12,0.274,0.266,0.058,0.108
2026-03-05T13:41:08.271507,sad,0.29,0.164,0.0,0.118,0.26,0.29,0.06,0.106
2026-03-05T13:41:08.311580,sad,0.3,0.154,0.0,0.118,0.262,0.3,0.064,0.104
2026-03-05T13:41:08.500740,sad,0.29,0.148,0.0,0.122,0.284,0.29,0.066,0.094
2026-03-05T13:41:08.514502,happy,0.302,0.14,0.0,0.122,0.302,0.29,0.06,0.09
2026-03-05T13:41:08.534726,happy,0.3,0.128,0.0,0.126,0.3,0.298,0.058,0.094
2026-03-05T13:41:08.551314,happy,0.3,0.128,0.0,0.134,0.3,0.286,0.06,0.094
2026-03-05T13:41:08.603826,happy,0.304,0.152,0.0,0.138,0.304,0.26,0.06,0.084
2026-03-05T13:41:08.615708,happy,0.288,0.172,0.0,0.138,0.288,0.254,0.062,0.082
2026-03-05T13:41:08.695823,happy,0.262,0.202,0.0,0.138,0.262,0.242,0.062,0.092
2026-03-05T13:41:08.716878,happy,0.256,0.236,0.0,0.134,0.256,0.222,0.058,0.094
2026-03-05T13:41:08.781671,angry,0.266,0.266,0.0,0.128,0.226,0.226,0.052,0.102
2026-03-05T13:41:08.789743,angry,0.272,0.272,0.0,0.126,0.192,0.244,0.048,0.12
2026-03-05T13:41:08.858790,angry,0.298,0.298,0.002,0.122,0.164,0.246,0.05,0.122
2026-03-05T13:41:08.873712,angry,0.314,0.314,0.004,0.118,0.146,0.254,0.054,0.112
2026-03-05T13:41:08.906606,angry,0.312,0.312,0.006,0.12,0.134,0.262,0.062,0.108
2026-03-05T13:41:08.911210,angry,0.314,0.314,0.008,0.124,0.146,0.246,0.072,0.098
2026-03-05T13:41:08.946054,angry,0.318,0.318,0.008,0.12,0.154,0.248,0.07,0.09
2026-03-05T13:41:08.955353,angry,0.302,0.302,0.006,0.118,0.156,0.266,0.062,0.098
2026-03-05T13:41:09.011588,angry,0.288,0.288,0.004,0.112,0.158,0.28,0.054,0.11
2026-03-05T13:41:09.017574,sad,0.294,0.292,0.002,0.1,0.154,0.294,0.042,0.116
2026-03-05T13:41:09.078650,sad,0.314,0.298,0.0,0.094,0.142,0.314,0.03,0.118
2026-03-05T13:41:09.111585,sad,0.316,0.302,0.0,0.096,0.134,0.316,0.03,0.118
2026-03-05T13:41:09.169860,sad,0.33,0.298,0.0,0.098,0.124,0.33,0.028,0.118
2026-03-05T13:41:09.174969,sad,0.348,0.292,0.0,0.104,0.114,0.348,0.026,0.114
2026-03-05T13:41:09.228945,sad,0.364,0.296,0.0,0.11,0.094,0.364,0.026,0.11
2026-03-05T13:41:09.255882,sad,0.374,0.298,0.0,0.11,0.082,0.374,0.026,0.11
2026-03-05T13:41:09.281703,sad,0.384,0.288,0.0,0.104,0.086,0.384,0.026,0.11
2026-03-05T13:41:09.287091,sad,0.382,0.286,0.0,0.098,0.092,0.382,0.028,0.11
2026-03-05T13:41:09.472020,sad,0.372,0.28,0.0,0.088,0.112,0.372,0.032,0.112
2026-03-05T13:41:09.511612,sad,0.364,0.264,0.0,0.078,0.142,0.364,0.034,0.114
2026-03-05T13:41:09.567993,sad,0.362,0.24,0.0,0.072,0.162,0.362,0.04,0.118
2026-03-05T13:41:09.575619,sad,0.36,0.228,0.0,0.072,0.166,0.36,0.046,0.122
2026-03-05T13:41:09.630481,sad,0.358,0.226,0.0,0.072,0.172,0.358,0.044,0.122
2026-03-05T13:41:09.635490,sad,0.364,0.228,0.0,0.076,0.164,0.364,0.04,0.12
2026-03-05T13:41:09.679049,sad,0.372,0.224,0.0,0.082,0.156,0.372,0.04,0.12
2026-03-05T13:41:09.687662,sad,0.374,0.228,0.0,0.084,0.158,0.374,0.036,0.118
2026-03-05T13:41:09.740910,sad,0.376,0.242,0.0,0.086,0.156,0.376,0.03,0.11
2026-03-05T13:41:09.752184,sad,0.378,0.246,0.0,0.088,0.152,0.378,0.032,0.106
2026-03-05T13:41:09.872672,sad,0.374,0.256,0.0,0.09,0.148,0.374,0.036,0.1
2026-03-05T13:41:09.911617,sad,0.368,0.272,0.0,0.09,0.144,0.368,0.036,0.092
2026-03-05T13:41:10.267497,sad,0.344,0.28,0.0,0.088,0.158,0.344,0.038,0.092
2026-03-05T13:41:10.311951,sad,0.32,0.278,0.0,0.086,0.176,0.32,0.042,0.098
2026-03-05T13:41:14.543928,sad,0.342,0.268,0.0,0.078,0.162,0.342,0.046,0.102
2026-03-05T13:41:14.553475,sad,0.37,0.252,0.0,0.07,0.148,0.37,0.048,0.108
2026-03-05T13:41:14.607574,sad,0.4,0.236,0.0,0.062,0.132,0.4,0.05,0.116
2026-03-05T13:41:14.633685,sad,0.448,0.228,0.0,0.056,0.098,0.448,0.05,0.116
2026-03-05T13:41:14.819563,sad,0.488,0.21,0.0,0.052,0.066,0.488,0.05,0.13
2026-03-05T13:41:14.824759,sad,0.482,0.2,0.0,0.054,0.066,0.482,0.05,0.146
2026-03-05T13:41:14.877151,sad,0.496,0.192,0.0,0.054,0.064,0.496,0.048,0.146
2026-03-05T13:41:14.888811,sad,0.508,0.184,0.0,0.054,0.064,0.508,0.046,0.144
2026-03-05T13:41:14.942574,sad,0.504,0.178,0.0,0.052,0.06,0.504,0.042,0.164
2026-03-05T13:41:14.953816,sad,0.508,0.182,0.0,0.048,0.054,0.508,0.038,0.17
2026-03-05T13:41:15.089340,sad,0.5,0.182,0.0,0.044,0.048,0.5,0.038,0.186
2026-03-05T13:41:15.097966,sad,0.472,0.18,0.0,0.042,0.044,0.472,0.04,0.218
2026-03-05T13:41:15.150858,sad,0.464,0.174,0.0,0.042,0.042,0.464,0.038,0.236
2026-03-05T13:41:15.159543,sad,0.472,0.166,0.0,0.044,0.044,0.472,0.038,0.232
2026-03-05T13:41:15.679581,sad,0.466,0.174,0.0,0.046,0.044,0.466,0.042,0.226
2026-03-05T13:41:15.687929,sad,0.472,0.186,0.0,0.048,0.044,0.472,0.042,0.21
2026-03-05T13:41:15.743374,sad,0.486,0.182,0.0,0.048,0.046,0.486,0.04,0.204
2026-03-05T13:41:15.768582,sad,0.48,0.182,0.0,0.046,0.046,0.48,0.042,0.212
2026-03-05T13:41:15.824158,sad,0.48,0.192,0.0,0.046,0.042,0.48,0.042,0.206
2026-03-05T13:41:15.832276,sad,0.494,0.186,0.0,0.046,0.04,0.494,0.038,0.202
2026-03-05T13:41:15.891786,sad,0.498,0.192,0.0,0.05,0.038,0.498,0.036,0.192
2026-03-05T13:41:15.899626,sad,0.494,0.214,0.0,0.056,0.034,0.494,0.036,0.172
2026-03-05T13:41:16.216297,sad,0.48,0.228,0.0,0.056,0.034,0.48,0.038,0.168
2026-03-05T13:41:16.232662,sad,0.46,0.232,0.0,0.054,0.038,0.46,0.042,0.178
2026-03-05T13:41:16.477006,sad,0.47,0.226,0.0,0.054,0.04,0.47,0.042,0.174
2026-03-05T13:41:16.488011,sad,0.49,0.208,0.0,0.05,0.042,0.49,0.04,0.176
2026-03-05T13:41:16.622883,sad,0.48,0.192,0.0,0.048,0.07,0.48,0.038,0.174
2026-03-05T13:41:16.632940,sad,0.48,0.184,0.0,0.052,0.094,0.48,0.034,0.156
2026-03-05T13:41:16.690171,sad,0.476,0.174,0.0,0.066,0.108,0.476,0.036,0.142
2026-03-05T13:41:16.695277,sad,0.442,0.174,0.0,0.078,0.124,0.442,0.042,0.142
2026-03-05T13:41:16.754369,sad,0.4,0.178,0.0,0.096,0.144,0.4,0.048,0.136
2026-03-05T13:41:16.760010,sad,0.388,0.18,0.0,0.112,0.138,0.388,0.054,0.134
2026-03-05T13:41:16.817855,sad,0.372,0.192,0.0,0.132,0.126,0.372,0.058,0.128
2026-03-05T13:41:16.824099,sad,0.36,0.206,0.0,0.142,0.124,0.36,0.056,0.118
2026-03-05T13:41:17.423672,sad,0.346,0.212,0.0,0.146,0.14,0.346,0.052,0.106
2026-03-05T13:41:17.432732,sad,0.34,0.214,0.0,0.144,0.152,0.34,0.048,0.1
2026-03-05T13:41:17.550658,sad,0.346,0.222,0.0,0.146,0.148,0.346,0.042,0.092
2026-03-05T13:41:17.558757,sad,0.356,0.22,0.0,0.144,0.15,0.356,0.038,0.088
2026-03-05T13:41:17.694361,sad,0.35,0.212,0.0,0.138,0.172,0.35,0.04,0.086
2026-03-05T13:41:17.704307,sad,0.346,0.212,0.0,0.138,0.176,0.346,0.044,0.086
2026-03-05T13:41:17.821728,sad,0.346,0.216,0.0,0.138,0.172,0.346,0.044,0.086
2026-03-05T13:41:17.833356,sad,0.334,0.214,0.0,0.134,0.184,0.334,0.046,0.088
2026-03-05T13:41:18.021259,sad,0.318,0.214,0.0,0.126,0.206,0.318,0.048,0.086
2026-03-05T13:41:18.027673,sad,0.318,0.22,0.0,0.122,0.208,0.318,0.044,0.082
2026-03-05T13:41:18.093689,sad,0.32,0.226,0.0,0.124,0.198,0.32,0.04,0.082
2026-03-05T13:41:18.104685,sad,0.318,0.228,0.0,0.126,0.196,0.318,0.04,0.082
2026-03-05T13:41:19.948361,sad,0.284,0.224,0.0,0.11,0.258,0.284,0.038,0.08
2026-03-05T13:41:19.976768,happy,0.31,0.218,0.0,0.098,0.31,0.254,0.036,0.082
2026-03-05T13:41:20.027325,happy,0.35,0.214,0.0,0.088,0.35,0.222,0.036,0.09
2026-03-05T13:41:20.038816,happy,0.402,0.21,0.0,0.072,0.402,0.188,0.036,0.094
2026-03-05T13:41:20.091915,happy,0.438,0.222,0.002,0.05,0.438,0.156,0.034,0.104
2026-03-05T13:41:20.104829,happy,0.41,0.24,0.004,0.046,0.41,0.156,0.034,0.116
2026-03-05T13:41:20.158226,happy,0.4,0.252,0.004,0.044,0.4,0.15,0.034,0.12
2026-03-05T13:41:20.169108,happy,0.402,0.262,0.004,0.04,0.402,0.146,0.032,0.118
2026-03-05T13:41:20.357809,happy,0.434,0.252,0.004,0.034,0.434,0.136,0.028,0.118
2026-03-05T13:41:20.376892,happy,0.482,0.226,0.002,0.034,0.482,0.124,0.026,0.112
2026-03-05T13:41:20.429602,happy,0.48,0.232,0.0,0.038,0.48,0.126,0.028,0.098
2026-03-05T13:41:20.441571,happy,0.46,0.244,0.0,0.04,0.46,0.134,0.03,0.092
2026-03-05T13:41:20.495453,happy,0.486,0.218,0.0,0.042,0.486,0.146,0.028,0.078
2026-03-05T13:41:20.503755,happy,0.482,0.212,0.0,0.046,0.482,0.164,0.028,0.062
2026-03-05T13:41:20.764889,happy,0.444,0.216,0.0,0.052,0.444,0.192,0.032,0.054
2026-03-05T13:41:20.775842,happy,0.456,0.188,0.0,0.054,0.456,0.206,0.032,0.054
2026-03-05T13:41:20.823903,happy,0.482,0.16,0.0,0.052,0.482,0.214,0.03,0.052
2026-03-05T13:41:20.839556,happy,0.462,0.17,0.0,0.05,0.462,0.218,0.032,0.058
2026-03-05T13:41:21.083626,happy,0.416,0.192,0.0,0.052,0.416,0.212,0.034,0.084
2026-03-05T13:41:21.112853,happy,0.404,0.204,0.0,0.052,0.404,0.196,0.032,0.102
2026-03-05T13:41:22.825973,happy,0.494,0.17,0.0,0.048,0.494,0.15,0.04,0.088
2026-03-05T13:41:22.838929,happy,0.57,0.136,0.0,0.048,0.57,0.11,0.05,0.076
2026-03-05T13:41:27.169812,happy,0.56,0.142,0.0,0.048,0.56,0.086,0.05,0.104
2026-03-05T13:41:27.176528,happy,0.576,0.136,0.0,0.044,0.576,0.072,0.05,0.112
2026-03-05T13:41:27.333600,happy,0.544,0.108,0.0,0.04,0.544,0.086,0.05,0.166
2026-03-05T13:41:27.353233,happy,0.41,0.126,0.0,0.04,0.41,0.13,0.04,0.252
2026-03-05T13:41:27.399229,neutral,0.298,0.172,0.0,0.052,0.274,0.174,0.03,0.298
2026-03-05T13:41:27.416970,neutral,0.304,0.178,0.0,0.064,0.224,0.202,0.03,0.304
2026-03-05T13:41:27.466912,neutral,0.32,0.172,0.0,0.07,0.174,0.234,0.032,0.32
2026-03-05T13:41:27.512830,neutral,0.29,0.188,0.0,0.076,0.172,0.238,0.034,0.29
2026-03-05T13:41:27.565456,neutral,0.246,0.234,0.0,0.084,0.166,0.232,0.034,0.246
2026-03-05T13:41:27.576648,angry,0.252,0.252,0.0,0.08,0.162,0.226,0.034,0.242
2026-03-05T13:41:27.646227,angry,0.254,0.254,0.0,0.072,0.162,0.224,0.036,0.248
2026-03-05T13:41:27.652798,angry,0.268,0.268,0.0,0.07,0.162,0.218,0.036,0.244
2026-03-05T13:41:27.679365,angry,0.29,0.29,0.0,0.068,0.168,0.214,0.038,0.22
2026-03-05T13:41:27.687701,angry,0.282,0.282,0.0,0.064,0.178,0.22,0.042,0.21
2026-03-05T13:41:27.730469,angry,0.29,0.29,0.0,0.062,0.164,0.232,0.046,0.202
2026-03-05T13:41:27.751847,angry,0.314,0.314,0.0,0.064,0.146,0.24,0.048,0.184
2026-03-05T13:41:27.797146,angry,0.314,0.314,0.0,0.066,0.138,0.246,0.046,0.184
2026-03-05T13:41:27.815824,angry,0.306,0.306,0.0,0.068,0.124,0.25,0.042,0.204
2026-03-05T13:41:27.866108,angry,0.31,0.31,0.0,0.068,0.106,0.248,0.038,0.224
2026-03-05T13:41:27.913606,angry,0.298,0.298,0.0,0.066,0.112,0.24,0.034,0.242
2026-03-05T13:41:27.966098,angry,0.274,0.274,0.0,0.064,0.132,0.25,0.034,0.236
2026-03-05T13:41:27.975829,angry,0.274,0.274,0.0,0.062,0.142,0.262,0.038,0.212
2026-03-05T13:41:27.999937,angry,0.27,0.27,0.0,0.064,0.146,0.262,0.046,0.202
2026-03-05T13:41:28.023890,sad,0.268,0.254,0.0,0.068,0.154,0.268,0.054,0.192
2026-03-05T13:41:28.077241,sad,0.296,0.226,0.0,0.076,0.164,0.296,0.056,0.174
2026-03-05T13:41:28.089531,sad,0.306,0.21,0.0,0.084,0.16,0.306,0.054,0.18
2026-03-05T13:41:28.132376,sad,0.322,0.186,0.0,0.084,0.158,0.322,0.048,0.196
2026-03-05T13:41:28.151579,sad,0.35,0.166,0.0,0.08,0.162,0.35,0.038,0.198
2026-03-05T13:41:28.369763,sad,0.356,0.156,0.0,0.08,0.168,0.356,0.03,0.206
2026-03-05T13:41:28.378399,sad,0.34,0.158,0.0,0.076,0.172,0.34,0.028,0.222
2026-03-05T13:41:28.475602,sad,0.316,0.172,0.0,0.072,0.174,0.316,0.03,0.232
2026-03-05T13:41:28.483404,sad,0.286,0.194,0.0,0.076,0.174,0.286,0.036,0.232
2026-03-05T13:41:28.507905,sad,0.272,0.204,0.0,0.076,0.166,0.272,0.038,0.242
2026-03-05T13:41:28.513991,sad,0.28,0.204,0.0,0.072,0.156,0.28,0.038,0.246
2026-03-05T13:41:28.548390,sad,0.29,0.214,0.0,0.074,0.144,0.29,0.038,0.236
2026-03-05T13:41:28.555032,sad,0.308,0.212,0.0,0.076,0.134,0.308,0.034,0.232
2026-03-05T13:41:28.602749,sad,0.344,0.194,0.0,0.074,0.116,0.344,0.03,0.24
2026-03-05T13:41:28.616447,sad,0.364,0.188,0.0,0.076,0.106,0.364,0.03,0.238
2026-03-05T13:41:28.676535,sad,0.376,0.2,0.0,0.078,0.098,0.376,0.032,0.22
2026-03-05T13:41:28.712525,sad,0.386,0.202,0.0,0.074,0.092,0.386,0.034,0.216
2026-03-05T13:41:28.790765,sad,0.39,0.202,0.0,0.072,0.088,0.39,0.036,0.216
2026-03-05T13:41:28.798566,sad,0.376,0.218,0.0,0.074,0.092,0.376,0.038,0.204
2026-03-05T13:41:28.832857,sad,0.354,0.224,0.0,0.072,0.102,0.354,0.038,0.208
2026-03-05T13:41:28.847912,sad,0.34,0.212,0.0,0.07,0.11,0.34,0.036,0.228
2026-03-05T13:41:28.885832,sad,0.33,0.192,0.0,0.066,0.132,0.33,0.034,0.242
2026-03-05T13:41:28.896068,sad,0.326,0.174,0.0,0.06,0.152,0.326,0.032,0.252
2026-03-05T13:41:28.955082,sad,0.324,0.174,0.0,0.064,0.152,0.324,0.03,0.254
2026-03-05T13:41:28.965880,sad,0.33,0.184,0.0,0.072,0.146,0.33,0.03,0.24
2026-03-05T13:41:28.999526,sad,0.332,0.19,0.0,0.072,0.148,0.332,0.03,0.23
2026-03-05T13:41:29.016144,sad,0.33,0.204,0.0,0.074,0.136,0.33,0.03,0.226
2026-03-05T13:41:29.064573,sad,0.324,0.232,0.0,0.08,0.112,0.324,0.03,0.22
2026-03-05T13:41:29.113953,sad,0.316,0.242,0.0,0.076,0.108,0.316,0.03,0.222
2026-03-05T13:41:29.169133,sad,0.306,0.246,0.0,0.07,0.106,0.306,0.03,0.234
2026-03-05T13:41:29.176362,sad,0.3,0.254,0.0,0.072,0.096,0.3,0.03,0.242
2026-03-05T13:41:29.300856,sad,0.312,0.246,0.0,0.076,0.104,0.312,0.03,0.226
2026-03-05T13:41:29.316197,sad,0.328,0.224,0.0,0.076,0.124,0.328,0.03,0.212
2026-03-05T13:41:29.350906,sad,0.336,0.198,0.0,0.072,0.142,0.336,0.028,0.22
2026-03-05T13:41:29.361654,sad,0.346,0.178,0.0,0.07,0.158,0.346,0.026,0.218
2026-03-05T13:41:29.419653,sad,0.354,0.172,0.0,0.07,0.162,0.354,0.024,0.214
2026-03-05T13:41:29.426230,sad,0.344,0.182,0.0,0.068,0.148,0.344,0.022,0.234
2026-03-05T13:41:29.468544,sad,0.348,0.176,0.0,0.062,0.128,0.348,0.018,0.268
2026-03-05T13:41:29.528885,sad,0.36,0.174,0.0,0.06,0.11,0.36,0.016,0.28
2026-03-05T13:41:29.567649,sad,0.36,0.168,0.0,0.058,0.1,0.36,0.018,0.296
2026-03-05T13:41:29.578381,sad,0.362,0.148,0.0,0.054,0.102,0.362,0.02,0.314
